timestamp,total_load_MW,zone_id,is_estimated,estimation_method,temporal_granularity,updated_at,created_at,emission_factor_type
2022-01-05 22:00:00+00:00,882705.06,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-05 23:00:00+00:00,909739.2,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 00:00:00+00:00,947970.06,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:19:30.089Z,
2022-01-06 01:00:00+00:00,960611.4,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:19:30.089Z,
2022-01-06 02:00:00+00:00,964372.9,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 03:00:00+00:00,986286.06,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 04:00:00+00:00,1007247.2,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 05:00:00+00:00,1012537.2,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:19:30.089Z,
2022-01-06 06:00:00+00:00,974914.25,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 07:00:00+00:00,967555.3,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.837Z,2025-06-30T10:18:20.596Z,
2022-01-06 08:00:00+00:00,966076.7,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:19:30.089Z,
2022-01-06 09:00:00+00:00,961446.75,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:20.596Z,
2022-01-06 10:00:00+00:00,933189.3,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:17.618Z,
2022-01-06 11:00:00+00:00,927528.9,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:19:30.089Z,
2022-01-06 12:00:00+00:00,907749.56,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 13:00:00+00:00,881087.6,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:17.618Z,
2022-01-06 14:00:00+00:00,872222.44,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:19:30.089Z,
2022-01-06 15:00:00+00:00,860495.5,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:19:30.089Z,
2022-01-06 16:00:00+00:00,856390.5,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:17.618Z,
2022-01-06 17:00:00+00:00,831293.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:20.596Z,
2022-01-06 18:00:00+00:00,829594.8,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:17.618Z,
2022-01-06 19:00:00+00:00,823426.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:05.644Z,2025-06-30T10:18:20.596Z,
2022-01-06 20:00:00+00:00,848803.9,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:19:30.089Z,
2022-01-06 21:00:00+00:00,847502.25,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:17.618Z,
2022-01-06 22:00:00+00:00,849795.06,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:19:30.089Z,
2022-01-06 23:00:00+00:00,868031.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:18:20.596Z,
2022-01-07 00:00:00+00:00,913525.4,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:20.596Z,
2022-01-07 01:00:00+00:00,945011.3,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:18:17.618Z,
2022-01-07 02:00:00+00:00,966822.5,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:17.618Z,
2022-01-07 03:00:00+00:00,1003262.56,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:19:30.089Z,
2022-01-07 04:00:00+00:00,1020816.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:20.596Z,
2022-01-07 05:00:00+00:00,1030531.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:18:17.618Z,
2022-01-07 06:00:00+00:00,983131.6,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:19:30.089Z,
2022-01-07 07:00:00+00:00,978810.56,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.628Z,2025-06-30T10:18:17.618Z,
2022-01-07 08:00:00+00:00,956286.75,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:19:30.089Z,
2022-01-07 09:00:00+00:00,963545.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:19:30.089Z,
2022-01-07 10:00:00+00:00,932361.06,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:18:26.672Z,
2022-01-07 11:00:00+00:00,900600.25,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:09.304Z,2025-06-30T10:19:30.089Z,
2022-01-07 12:00:00+00:00,915432.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:13.465Z,2025-06-30T10:18:23.607Z,
2022-01-07 13:00:00+00:00,897835.0,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:13.465Z,2025-06-30T10:18:26.672Z,
2022-01-07 14:00:00+00:00,883764.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:13.465Z,2025-06-30T10:19:36.210Z,
2022-01-07 15:00:00+00:00,854503.1,CN,True,GENERAL_PURPOSE_ZONE_MODEL,,2026-01-31T05:23:13.465Z,2025-06-30T10:18:23.607Z,
